player_id,web_name,position,team,round,total_points,minutes,xG,xA,xGI,ict_index,was_home,opponent_team,team_strength
18,Madueke,3,1,5,1,45,0.15,0.01,0.16,3.1,True,13,1
18,Madueke,3,1,6,0,0,0.00,0.00,0.00,0.0,False,15,1
18,Madueke,3,1,7,0,0,0.00,0.00,0.00,0.0,True,19,1
18,Madueke,3,1,8,0,0,0.00,0.00,0.00,0.0,False,10,1
18,Madueke,3,1,9,0,0,0.00,0.00,0.00,0.0,True,8,1
18,Madueke,3,1,10,0,0,0.00,0.00,0.00,0.0,False,3,1
18,Madueke,3,1,11,0,0,0.00,0.00,0.00,0.0,False,17,1
18,Madueke,3,1,12,1,12,0.00,0.01,0.01,0.5,True,18,1
18,Madueke,3,1,13,1,33,0.00,0.03,0.03,0.6,False,7,1
18,Madueke,3,1,14,3,60,0.13,0.07,0.20,5.4,True,5,1
18,Madueke,3,1,15,1,11,0.05,0.00,0.05,0.4,False,2,1
18,Madueke,3,1,16,0,0,0.00,0.00,0.00,0.0,True,20,1
19,Martinelli,3,1,1,1,59,0.02,0.01,0.03,3.8,False,14,1
19,Martinelli,3,1,2,0,0,0.00,0.00,0.00,0.0,True,11,1
19,Martinelli,3,1,3,3,69,0.00,0.00,0.00,0.8,False,12,1
19,Martinelli,3,1,4,1,12,0.00,0.00,0.00,0.6,True,16,1
19,Martinelli,3,1,5,7,10,0.16,0.00,0.16,5.0,True,13,1
19,Martinelli,3,1,6,1,20,0.05,0.01,0.06,0.7,False,15,1
19,Martinelli,3,1,7,1,11,0.00,0.06,0.06,1.8,True,19,1
19,Martinelli,3,1,8,1,9,0.52,0.00,0.52,4.5,False,10,1
19,Martinelli,3,1,9,1,24,0.00,0.00,0.00,0.3,True,8,1
19,Martinelli,3,1,10,0,0,0.00,0.00,0.00,0.0,False,3,1
19,Martinelli,3,1,11,0,0,0.00,0.00,0.00,0.0,False,17,1
19,Martinelli,3,1,12,0,0,0.00,0.00,0.00,0.0,True,18,1
19,Martinelli,3,1,13,1,56,0.11,0.01,0.12,1.3,False,7,1
19,Martinelli,3,1,14,3,60,0.09,0.02,0.11,2.7,True,5,1
19,Martinelli,3,1,15,1,4,0.00,0.00,0.00,0.0,False,2,1
19,Martinelli,3,1,16,1,45,0.18,0.03,0.21,0.0,True,20,1
20,Trossard,3,1,1,0,0,0.00,0.00,0.00,0.0,False,14,1
20,Trossard,3,1,2,1,37,0.07,0.03,0.10,3.1,True,11,1
20,Trossard,3,1,3,0,0,0.00,0.00,0.00,0.0,False,12,1
20,Trossard,3,1,4,4,11,0.00,0.26,0.26,3.2,True,16,1
20,Trossard,3,1,5,2,83,0.14,0.07,0.21,2.9,True,13,1
